time,rnk,cores,mode,uw,ov,ovm,overhead,ov,exp,mode,distrib
0.039643,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.041255,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.042957,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.039316,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.042342,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.041951,0,14,2,40,80,2,20,20,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.131578,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.14501,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.162167,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.147365,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.145211,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.157094,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.154371,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.159433,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.147182,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.156994,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench,uniform
0.044813,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045112,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.048239,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045035,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045661,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045218,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.044823,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045894,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.044501,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045197,0,14,2,40,80,2,40,40,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.228721,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.238821,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.239377,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.232786,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.244639,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.230239,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.248192,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.243757,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.218322,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.244013,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench,uniform
0.046939,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.046703,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.046913,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.047578,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.046743,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.047936,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.047145,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.045757,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.048367,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.0478,0,14,2,40,80,2,80,80,base_40.000000_200.000000_uniform,collbench_parcels,uniform
0.066709,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.059983,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.057947,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.057573,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.068481,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060052,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.058472,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.05926,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060251,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.057141,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.061772,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.054985,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055741,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060813,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058826,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.064869,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058184,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055778,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05905,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06081,0,1,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.072712,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.0628,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.070276,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.073889,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.068384,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.068082,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.066903,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.069653,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.068828,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.062925,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060675,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055421,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05796,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056362,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05898,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.063367,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06486,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.066053,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.054885,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.064416,0,1,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.081816,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.080426,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.072744,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.084162,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.081101,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.070888,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.075682,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.080216,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.079133,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.076,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.058341,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06052,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.066082,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062271,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058621,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058427,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056597,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.061988,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060551,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062278,0,1,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.102514,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.097245,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.102611,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.106316,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.102446,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.098593,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.096853,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.096802,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.095648,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.098594,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.065137,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058036,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056282,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060792,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059647,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056517,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060729,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062646,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055074,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.061737,0,1,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.066824,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.05921,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.065096,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06766,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06752,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06002,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060658,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.064701,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.064284,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060777,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06157,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.065519,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059821,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.065188,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.054288,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056343,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059686,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059619,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059231,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058275,0,2,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.071263,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.073383,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.075235,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.068193,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.071716,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.069745,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06976,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.071892,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.066525,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.070883,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.066148,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06086,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057937,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060887,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.054724,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05656,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06337,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.064738,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057255,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058405,0,2,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.089862,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.080818,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.088251,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.090406,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.0986,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.092093,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.093125,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.088956,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.096135,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.087489,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.055797,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057286,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058728,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062821,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059128,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057537,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.063286,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056667,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06154,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057644,0,2,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.124898,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.125929,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.125211,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.109155,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.119342,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.11128,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.119912,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.120156,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.126599,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.125371,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06933,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.056628,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05752,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055155,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058161,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.061592,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.059902,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.064096,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.057361,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.063817,0,2,2,40,80,2,80,80,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06284,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.062718,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.061542,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.059151,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.06295,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.063903,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.060294,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.062476,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.059298,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.063731,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.062173,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060025,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060919,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.067271,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062164,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060467,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058437,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06251,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.05824,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.06707,0,3,2,40,80,2,10,10,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.081229,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.071749,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.074912,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.074403,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.073226,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.072744,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.069806,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.070387,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.07343,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.073557,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.05566,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055153,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060171,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.055119,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062602,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.054623,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.060797,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.061904,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.058731,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.062817,0,3,2,40,80,2,20,20,base_40.000000_200.000000_singlep_2.500000,collbench_parcels,scaled_2.5x
0.099339,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.08892,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.091177,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.09063,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.095063,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.090499,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
0.095154,0,3,2,40,80,2,40,40,base_40.000000_200.000000_singlep_2.500000,collbench,scaled_2.5x
